dba_name,license_#,facility_type,address,city,state,zip
DAMENZO'S RISTORANTE,2405255,Restaurant,11226-11238 S HALSTED ST ,CHICAGO,IL,60628.0
POTBELLY SANDWICH WORKS,1742580,Restaurant,5709 S HARLEM AVE ,CHICAGO,IL,60638.0
CORNER SHOP 1,2303631,Restaurant,4037 W LAWRENCE AVE ,CHICAGO,IL,60630.0
JUICERX,2470715,Restaurant,1880 N DAMEN AVE ,CHICAGO,IL,60647.0
LITTLE QUIAPO RESTAURANT,2442730,Restaurant,6259 N MCCORMICK RD ,CHICAGO,IL,60659.0
DUNKIN DONUTS,1926502,Restaurant,4612 W 59TH ST ,CHICAGO,IL,60629.0
HILLTOP FAMILY RESTAURANT INC.,2419423,Restaurant,2800 W FOSTER AVE ,CHICAGO,IL,60625.0
STELLA'S FAST FOOD,1675911,Restaurant,2200 W IRVING PARK RD ,CHICAGO,IL,60618.0
"PITTMASTER, LLC/WRIGLEY BBQ",2536700,Restaurant,3555-3557 N BROADWAY ,CHICAGO,IL,60657.0
WHITE CASTLE #27,28477,Restaurant,1550 E 79TH ST ,CHICAGO,IL,60619.0
THE  SPICE,1991580,Restaurant,2886 N MILWAUKEE AVE ,CHICAGO,IL,60618.0
SEE THRU CHINESE KITCHEN,2368719,Restaurant,7613 S JEFFERY BLVD ,CHICAGO,IL,60649.0
SICILIAN BAKERY INC,47129,Bakery,4632 N CUMBERLAND AVE ,CHICAGO,IL,60656.0
BEAT KITCHEN,1694767,Restaurant,2100 W BELMONT AVE ,CHICAGO,IL,60618.0
PUEBLITO VIEJO,38156,Restaurant,5429 N LINCOLN AVE ,CHICAGO,IL,60625.0
INTERNATIONAL HOUSE OF PANCAKES,1045099,Restaurant,2818 W DIVERSEY AVE ,CHICAGO,IL,60647.0
IRISH AMERICAN HERITAGE CENTER,40543,Restaurant,4626 N KNOX AVE ,CHICAGO,IL,60630.0
PUBLICAN TAVERN K1,34173,Restaurant,11601 W TOUHY AVE ,CHICAGO,IL,60666.0
BANG BANG BISCUITS,2458777,Restaurant,4947 N DAMEN AVE ,CHICAGO,IL,60625.0
BREW BREW COFFEE LOUNGE,2452072,Restaurant,3832 W DIVERSEY AVE ,CHICAGO,IL,60647.0
DUNKIN DONUTS,2109876,Restaurant,9100 S COMMERCIAL AVE ,CHICAGO,IL,60617.0
LEVY RESTAURANTS AT GAURANTEED RATE FIELD,1591554,Restaurant,333 W 35TH ST ,CHICAGO,IL,60616.0
POTBELLY SANDWICH WORKS,2043447,Restaurant,5304 N CLARK ST ,CHICAGO,IL,60640.0
EL SOLAZO,1840958,Restaurant,5600 S PULASKI RD ,CHICAGO,IL,60629.0
PICKLES PLAYROOM,2060250,Restaurant,2315 W LAWRENCE AVE ,CHICAGO,IL,60625.0
ANCOLE POPEYE'S INC,14136,Restaurant,11350 S HALSTED ST ,CHICAGO,IL,60628.0
LOGAN'S BAR AND GRILL,1821658,Restaurant,2230-2232 N CALIFORNIA AVE ,CHICAGO,IL,60647.0
HAROLD'S CHICKEN #22,2303825,Restaurant,3300 W 87TH ST ,CHICAGO,IL,60652.0
FATHER & SON PIZZERIA LTD,23515,Restaurant,2475 N MILWAUKEE AVE ,CHICAGO,IL,60647.0
Charley Noble,2535096,Restaurant,6011 W IRVING PARK RD ,CHICAGO,IL,60634.0
SUBWAY,2162255,Restaurant,4606 S DAMEN AVE ,CHICAGO,IL,60609.0
"PIZZALIANOS, INC.",2349137,Restaurant,8130 S KEDZIE AVE ,CHICAGO,IL,60652.0
LEADBELLY,2203563,Restaurant,5739 W IRVING PARK RD ,CHICAGO,IL,60634.0
CAMPBELL'S CARIBBEAN CUISINE,1904431,Restaurant,1225 E 87TH ST ,CHICAGO,IL,60619.0
MULLIGAN'S,2252284,Restaurant,5155 N LINCOLN AVE ,CHICAGO,IL,60625.0
RENAISSANCE CHICAGO O'HARE HOTEL,2263086,Restaurant,8500 W BRYN MAWR AVE ,CHICAGO,IL,60631.0
HALE FAMILY MCDONALD'S,2536664,Restaurant,2425 E 79TH ST ,CHICAGO,IL,60649.0
WEEGHMAN'S,2529912,Restaurant,3466-3470 N CLARK ST ,CHICAGO,IL,60657.0
PUDGY'S PIZZA,59269,Restaurant,13460 S BALTIMORE AVE ,CHICAGO,IL,60633.0
LA MIXTECA POBLANA 2 LLC,2359305,Restaurant,3046-3050 W 63RD ST ,CHICAGO,IL,60629.0
"DANTE'S PIZZA,INC.",2092884,Restaurant,3028 W ARMITAGE AVE ,CHICAGO,IL,60647.0
BON-TON FAMILY DINING,2033176,Restaurant,10914 S MICHIGAN AVE ,CHICAGO,IL,60628.0
LASCHET'S INN,29539,Restaurant,2119 W IRVING PARK RD ,CHICAGO,IL,60618.0
SAN SOO GAB SAN CORP,23269,Restaurant,5247-5251 N WESTERN AVE ,CHICAGO,IL,60625.0
D & D'S PLACE,2313937,Restaurant,8324 S KEDZIE AVE ,CHICAGO,IL,60652.0
SALUD ES VIDA,2536487,Restaurant,6323 W BELMONT AVE ,CHICAGO,IL,60634.0
SUBWAY,2120909,Restaurant,7100 S WESTERN AVE ,CHICAGO,IL,60636.0
"CLOWNS PANCAKE HOUSE, INC.",1921596,Restaurant,5804 S WESTERN AVE ,CHICAGO,IL,60636.0
EDISON PARK INN,1353941,Restaurant,6711-15 N OLMSTED AVE ,CHICAGO,IL,60631.0
BRICKHOUSE TAVERN,2522180,Restaurant,3647 N CLARK ST ,CHICAGO,IL,60613.0
OSTERIA LANGHE,1986445,Restaurant,2824 W ARMITAGE AVE ,CHICAGO,IL,60647.0
WILLA'S FIFTY YARD LINE,10604,Restaurant,69 E 75TH ST ,CHICAGO,IL,60619.0
Hearth and Crust Restaurant,2464730,Restaurant,3608 W Irving Park RD ,CHICAGO,IL,60618.0
Hearth and Crust Restaurant,2464729,Restaurant,3608 W Irving Park RD ,CHICAGO,IL,60618.0
LE FLOUR BAKE SHOP & MARKET INC.,1942654,Bakery,6701 N OLMSTED AVE ,CHICAGO,IL,60631.0
KHAN BBQ RESTAURANT,1968904,Restaurant,2401-2405 W DEVON AVE ,CHICAGO,IL,60659.0
HELEN BOROWICZ,31349,Restaurant,1925 W 47TH ST ,CHICAGO,IL,60609.0
RESTAURANTE Y TAQUERIA GUERRERO,2196466,Restaurant,1922 W 47TH ST ,CHICAGO,IL,60609.0
THE PARROT CAGE,1622872,Restaurant,7059 S SOUTH SHORE DR ,CHICAGO,IL,60649.0
LOS  ALTOS,24099,Restaurant,1848 W 47TH ST ,CHICAGO,IL,60609.0
STARBUCKS COFFEE # 2624,2093904,Restaurant,7101 S STONY ISLAND AVE ,CHICAGO,IL,60649.0
CELLAR DOOR PROVISIONS,2294203,Restaurant,3025 W DIVERSEY AVE ,CHICAGO,IL,60647.0
PANERA BREAD #1152,1878832,Restaurant,2310 W LOGAN BLVD ,CHICAGO,IL,60647.0
Red Ribbon,2487606,Bakery,5033 N ELSTON AVE ,CHICAGO,IL,60630.0
HUDDLE HOUSE,1495215,Restaurant,4748 N KIMBALL AVE ,CHICAGO,IL,60625.0
HIMALAYAN RESTAURANT,2536392,Restaurant,606 S WABASH AVE ,CHICAGO,IL,60605.0
THE GREAT AMERICAN BAGEL,1879164,Restaurant,11601 W TOUHY AVE ,CHICAGO,IL,60666.0
PALETERIA LA FLOR DE MICHOACAN,2529155,Restaurant,1806 W 18TH ST ,CHICAGO,IL,60608.0
JACK AND GINGERS,1767508,Restaurant,2048 W ARMITAGE AVE ,CHICAGO,IL,60647.0
GOBBLE DOGGS,2534977,Restaurant,440 S LA SALLE ST ,CHICAGO,IL,60605.0
Best Sushi Joon Inc.,2488143,Restaurant,5501-5503 N LINCOLN AVE ,CHICAGO,IL,60625.0
MAXWELL STREET GRILL,1620437,Restaurant,7445 S STATE ST ,CHICAGO,IL,60619.0
STEVO'S GRILL,2183768,Restaurant,2326 W BELMONT AVE ,CHICAGO,IL,60618.0
GRASSROOTS,2089495,Restaurant,3747 N SOUTHPORT AVE ,CHICAGO,IL,60613.0
GIORDANO'S RESTAURANT,2163238,Restaurant,5159 S PULASKI RD ,CHICAGO,IL,60632.0
SAPORI NAPOLETANI PIZZERIA RISTORANTE E BAR,2496643,Restaurant,6050 N NORTHWEST HWY ,CHICAGO,IL,60631.0
ELAINE CHOP SUEY,2277799,Restaurant,4512 S DAMEN AVE ,CHICAGO,IL,60609.0
HELLAS GYROS INC,1655,Restaurant,1133 W BRYN MAWR AVE ,CHICAGO,IL,60660.0
NICK'S GYROS,2283288,Restaurant,2011 W 63RD ST ,CHICAGO,IL,60636.0
RESTAURANT MIRO'SS INC.,2535783,Restaurant,2128 W CERMAK RD ,CHICAGO,IL,60608.0
ARCHER C INC,2536451,Restaurant,6401 W ARCHER AVE ,CHICAGO,IL,60638.0
LE BOUCHON,34305,Restaurant,1958 N DAMEN AVE ,CHICAGO,IL,60647.0
SAPORI NAPOLETANI PIZZERIA RISTORANTE E BAR,2424089,Restaurant,6050 N NORTHWEST HWY ,CHICAGO,IL,60631.0
LA FUENTA RESTAURANTE #2,2261756,Restaurant,2948-2950 W 59TH ST ,CHICAGO,IL,60629.0
PARLOR PIZZA BAR,2412215,Restaurant,100-110 N GREEN ST ,CHICAGO,IL,60607.0
TIERRA MAR,2319929,Restaurant,6316 S ARCHER AVE ,CHICAGO,IL,60638.0
TRE KRONOR RESTAURANT,69257,Restaurant,3258 W FOSTER AVE ,CHICAGO,IL,60625.0
"90 MILES CUBAN CAFE, INC.",1927481,Restaurant,3101 N CLYBOURN AVE ,CHICAGO,IL,60618.0
SWEET RICE,2442850,Restaurant,1746 N WESTERN AVE ,CHICAGO,IL,60647.0
CAFE 1935,2534887,Restaurant,150 RIVERSIDE PLZ ,CHICAGO,IL,60606.0
ROOTSTOCK WINE & BEER BAR,1927492,Restaurant,954 N CALIFORNIA AVE ,CHICAGO,IL,60622.0
NARYS GRILL & PIZZA,72128,Restaurant,4230 S ARCHER AVE ,CHICAGO,IL,60632.0
MOM'S & DAD'S DELI,27392,Restaurant,6345 S CENTRAL AVE ,CHICAGO,IL,60638.0
PARLOR PIZZA BAR,2412216,Restaurant,100-110 N GREEN ST ,CHICAGO,IL,60607.0
COBB HALL,33346,Restaurant,5811 S ELLIS AVE ,CHICAGO,IL,60637.0
LA FUENTE RESTAURANTE #3,2447102,Restaurant,4231 S ARCHER AVE ,CHICAGO,IL,60632.0
ELSTON NUGGET INC,37910,Restaurant,2406 W DIVERSEY AVE ,CHICAGO,IL,60647.0
"MEXI-TACOS, INC.",2522651,Mobile Food Preparer,2300 S THROOP ST ,CHICAGO,IL,60608.0
1415,2535474,Restaurant,1415 W FULLERTON AVE ,CHICAGO,IL,60614.0
SUBWAY,2379900,Restaurant,4019 N LINCOLN AVE ,CHICAGO,IL,60618.0
GOLDEN HEART RESTAURANT,2463600,Restaurant,4210 S ARCHER AVE ,CHICAGO,IL,60632.0
IYANZE,1909713,Restaurant,4623-4627 N BROADWAY ,CHICAGO,IL,60640.0
PIZZA HUT,2476207,Restaurant,5240 N PULASKI RD ,CHICAGO,IL,60630.0
MANDY NOOR,2487870,Restaurant,3737 W LAWRENCE AVE UNIT E,CHICAGO,IL,60625.0
SUBWAY,1954041,Restaurant,951-53 W ADDISON ST ,CHICAGO,IL,60613.0
III FORKS,2506790,Restaurant,180 N FIELD BLVD ,CHICAGO,IL,60601.0
HAROLD'S CHICKEN,2134490,Restaurant,8827 S STONY ISLAND AVE ,CHICAGO,IL,60617.0
SIBONEY CUBAN CUISINE,1969486,Restaurant,2163-2165 N WESTERN AVE ,CHICAGO,IL,60647.0
STARDUST,15193,Restaurant,5688 N MILWAUKEE AVE ,CHICAGO,IL,60646.0
TAQUERIA EL ASADERO #1,40624,Restaurant,2213 W MONTROSE AVE ,CHICAGO,IL,60618.0
SUPERDAWG DRIVE-IN INC,3616,Restaurant,6363 N MILWAUKEE AVE ,CHICAGO,IL,60646.0
I-57 RIB HOUSE,58149,Restaurant,1524 W 115TH ST ,CHICAGO,IL,60643.0
THE HOUSE OF BING,15582,Restaurant,6930 S SOUTH SHORE DR ,CHICAGO,IL,60649.0
BIG 4'S CHOP SUEY,2363299,Restaurant,5411 S HARLEM AVE ,CHICAGO,IL,60638.0
BEST BBQ,1575975,Restaurant,1648 W 115TH ST ,CHICAGO,IL,60643.0
SUBWAY 14641,1445516,Restaurant,5240 N PULASKI RD ,CHICAGO,IL,60630.0
SUBWAY SANDWICH,2535023,Restaurant,5062 N SHERIDAN RD ,CHICAGO,IL,60640.0
CHECKERS,2354928,Restaurant,6401 W ARCHER AVE ,CHICAGO,IL,60638.0
DUNKIN DONUTS,1913868,Restaurant,8753 S STONY ISLAND AVE ,CHICAGO,IL,60617.0
Tortuga's Cantina,2120365,Restaurant,3220-3224 W LAWRENCE AVE ,CHICAGO,IL,60625.0
THE PITA POCKET,63149,Bakery,3326 W 63RD ST ,CHICAGO,IL,60629.0
NEW JB-ONE,1820524,Restaurant,6359 S COTTAGE GROVE AVE ,CHICAGO,IL,60637.0
6 DEGREES,1592201,Restaurant,1935 N DAMEN AVE ,CHICAGO,IL,60647.0
B.I. TEA,2523821,Restaurant,131 N CLINTON ST ,CHICAGO,IL,60661.0
RIOS DE SUDAMERICA,1717608,Restaurant,2010-2012 W ARMITAGE AVE ,CHICAGO,IL,60647.0
MARTINI CLUB,76170,Restaurant,5737 W IRVING PARK RD ,CHICAGO,IL,60634.0
DOMINO'S PIZZA,2298633,Restaurant,857 W 115TH ST ,CHICAGO,IL,60643.0
CHUCK 'E' CHEESE,41894,Restaurant,1730 W FULLERTON AVE ,CHICAGO,IL,60614.0
ARUN'S THAI RESTAURANT,14591,Restaurant,4156 N KEDZIE AVE ,CHICAGO,IL,60618.0
EUREST DINING,2511532,Restaurant,111 S WACKER DR ,CHICAGO,IL,60606.0
SUBWAY 3634,1719200,Restaurant,6449 N SHERIDAN RD ,CHICAGO,IL,60626.0
BEST NAAN,2534960,Bakery,6352 N OAKLEY AVE ,CHICAGO,IL,60659.0
GIORDANO'S RESTAURANT,2163234,Restaurant,6314 S CICERO AVE ,CHICAGO,IL,60638.0
DUNKIN DONUTS,15623,Restaurant,5200 N LINCOLN AVE ,CHICAGO,IL,60625.0
XSPORT FITNESS,1194361,Restaurant,6420 W FULLERTON AVE ,CHICAGO,IL,60707.0
SUBWAY,2304760,Restaurant,10900 S DOTY AVE ,CHICAGO,IL,60628.0
SUBWAY 275,2263935,Restaurant,2579 N ELSTON AVE ,CHICAGO,IL,60647.0
HAROLD'S CHICKEN SHACK,7574,Restaurant,6843 S ASHLAND AVE ,CHICAGO,IL,60636.0
COCINA DE GALARZA,1196442,Restaurant,2420 W FULLERTON AVE ,CHICAGO,IL,60647.0
POCKETS,1964125,Restaurant,4301 N LINCOLN AVE ,CHICAGO,IL,60618.0
BIO CAFE,33351,Restaurant,924 E 57TH ST ,CHICAGO,IL,60637.0
Papa Ray's Pizza & Wings,2069677,Restaurant,3208 N Pulaski RD ,CHICAGO,IL,60641.0
LOVE TACO,0,Restaurant,109 E 51ST ST ,CHICAGO,IL,60615.0
CHEFS SARA'S CAFE,2108057,Restaurant,7201 S Exchange AVE ,CHICAGO,IL,60649.0
WALDO COONEY'S PIZZA,8600,Restaurant,2640 W 51ST ST ,CHICAGO,IL,60632.0
TATTLER POST #973 AMER. LEGION,39705,Restaurant,4355 N WESTERN AVE ,CHICAGO,IL,60618.0
SUBWAY #4267,2354431,Restaurant,115 E 51ST ST ,CHICAGO,IL,60615.0
GRECIA'S BAKERY,2163860,Bakery,2644 W 51ST ST ,CHICAGO,IL,60632.0
BEEFY'S,12673,Restaurant,5749 S HARLEM AVE ,CHICAGO,IL,60638.0
TAQUERIA AMIGO CHINO,1242757,Restaurant,5601 W IRVING PARK RD ,CHICAGO,IL,60634.0
SUBWAY,2529116,Restaurant,2620 N NARRAGANSETT AVE ,CHICAGO,IL,60639.0
FAIRGROUNDS,2511248,Restaurant,1620-1622 N MILWAUKEE AVE ,CHICAGO,IL,60647.0
Simple Delights,1959341,Restaurant,6255 N MCCORMICK RD ,CHICAGO,IL,60659.0
MANNY'S TACOS & BURRITOS,1948252,Restaurant,11543 S MICHIGAN AVE ,CHICAGO,IL,60628.0
SUBWAY,2125190,Restaurant,4303 W IRVING PARK RD ,CHICAGO,IL,60641.0
REYES CORNER GRILL,1495009,Restaurant,3903 S KEDZIE AVE ,CHICAGO,IL,60632.0
HI-VIBE,2535794,Restaurant,942-944 W HURON ST ,CHICAGO,IL,60642.0
DIMO'S PIZZA SIX CORNERS,2229533,Restaurant,1615 N Damen AVE ,CHICAGO,IL,60647.0
LEMONS ENTERPRISES INC.,34368,Restaurant,311 E 75TH ST ,CHICAGO,IL,60619.0
CHAPO'S PIZZA,2458196,Restaurant,3107 W 71ST ST ,CHICAGO,IL,60629.0
PONCE PLACE,1947441,Restaurant,3612 W NORTH AVE ,CHICAGO,IL,60647.0
AVONDALE COFFEE AND GRILL HOUSE,2368771,Restaurant,3634 W BELMONT AVE ,CHICAGO,IL,60618.0
DOMINO'S PIZZA,1677413,Restaurant,5008 N PULASKI RD ,CHICAGO,IL,60630.0
KITSUNE,2470577,Restaurant,4229 N LINCOLN AVE ,CHICAGO,IL,60618.0
BJ'S MARKET & BAKERY,55054,Restaurant,8734 S STONY ISLAND AVE ,CHICAGO,IL,60617.0
LA GONDOLA,1336561,Restaurant,2914 N ASHLAND AVE ,CHICAGO,IL,60657.0
CHICAGO SOCCER RESTAURANT,1915583,Restaurant,5404 N KEDZIE AVE ,CHICAGO,IL,60625.0
ARBY'S ROAST BEEF,14113,Restaurant,7807 S CICERO AVE ,CHICAGO,IL,60652.0
EDISON PARK BOWL,6429,Restaurant,6709-6713 N OLMSTED AVE ,CHICAGO,IL,60631.0
"DANCEN GRILL RESTAURANT, INC.",2341747,Restaurant,5114 N LINCOLN AVE ,CHICAGO,IL,60625.0
PIZZA CAPRI,22003,Restaurant,1733 N HALSTED ST ,CHICAGO,IL,60614.0
GOLDEN WOK RESTAURANT,2534813,Restaurant,5731 N CENTRAL AVE ,CHICAGO,IL,60646.0
GOLDEN WOK RESTAURANT,2392035,Restaurant,5731 N CENTRAL AVE ,CHICAGO,IL,60646.0
INSPIRATION CORPORATION,81578,Restaurant,4554 N BROADWAY ,CHICAGO,IL,60640.0
YUEN'S CHINESE KITCHEN,2510881,Restaurant,7357 N CLARK ST ,CHICAGO,IL,60626.0
HOUSE OF CAKES,23683,Bakery,6189 N CANFIELD AVE ,CHICAGO,IL,60631.0
STARBUCKS COFFEE #48513,2522936,Restaurant,467 W CHICAGO AVE ,CHICAGO,IL,60654.0
HUMBERTO'S PIZZERIA,2303880,Restaurant,1858 W PERSHING RD ,CHICAGO,IL,60609.0
PALACE CAFE,2189423,Restaurant,8114 S STONY ISLAND AVE ,CHICAGO,IL,60617.0
FURIOUS SPOON,2437144,Restaurant,2410 N MILWAUKEE AVE ,CHICAGO,IL,60647.0
LOS AMIGOS MEXICAN RESTAURANT INC,2269340,Restaurant,3445 W 51ST ST ,CHICAGO,IL,60632.0
SUBWAY #3333,1492229,Restaurant,62 E JACKSON BLVD ,CHICAGO,IL,60604.0
UNDERGROUND WONDER BAR,2147105,Restaurant,710 N CLARK ST ,CHICAGO,IL,60610.0
BURGER KING #1455,2368974,Restaurant,1401 W FULLERTON AVE ,CHICAGO,IL,60614.0
SUBWAY,1596613,Restaurant,4316 S ASHLAND AVE ,CHICAGO,IL,60609.0
TSUKIJI FISH MARKET,2536007,Restaurant,222 W MERCHANDISE MART PLZ ,CHICAGO,IL,60654.0
"HACHI SUSHI, LLC",2501368,Restaurant,4700 S KEDZIE AVE ,CHICAGO,IL,60632.0
DUNKIN DONUTS/ BASKIN ROBBINS,1874841,Restaurant,5130 N BROADWAY ,CHICAGO,IL,60640.0
ST. REST COUNTRY KITCHEN,2355187,Restaurant,727 E 87TH ST ,CHICAGO,IL,60619.0
"CARNITAS DON RAFA, INC.",2535167,Restaurant,4597 W ARCHER AVE ,CHICAGO,IL,60632.0
KIKI D'S B B Q HOUSE,50122,Restaurant,4117 S ASHLAND AVE ,CHICAGO,IL,60609.0
HI-VIBE,2535792,Restaurant,222 W MERCHANDISE MART PLZ STE 200,CHICAGO,IL,60654.0
JORGE'S PLACE,2529235,Restaurant,5341 S ARCHER AVE ,CHICAGO,IL,60632.0
SUBWAY,2002643,Restaurant,7901 S YATES BLVD ,CHICAGO,IL,60617.0
CAFETERIA YESENIA,2179926,Restaurant,4244 S ASHLAND AVE ,CHICAGO,IL,60609.0
Cafe Latin Bliss,8404,Restaurant,5515 N LINCOLN AVE ,CHICAGO,IL,60625.0
"GRANDPA'S DELIGHT, INC",2397090,Restaurant,2025 W 35TH ST ,CHICAGO,IL,60609.0
ROSIE'S CAFE & CATERING,2443392,Restaurant,2022-2026 W 35TH ST BLDG ,CHICAGO,IL,60609.0
ELLA'S CORNER,2535459,Restaurant,1258 W JACKSON BLVD ,CHICAGO,IL,60607.0
"PLAZZIO'S PIZZA RESTAURANT, INC.",2404198,Restaurant,1889-1891 N WINNEBAGO AVE ,CHICAGO,IL,60647.0
FANFARES CATERING,1578473,Restaurant,742 E 95TH ST ,CHICAGO,IL,60619.0
NUMBER 1 CHOP SUEY,1677434,Restaurant,7342 S STONY ISLAND AVE ,CHICAGO,IL,60649.0
DONA BLANCO MEXICA RESTAURANT,2314947,Restaurant,3641 W FULLERTON AVE ,CHICAGO,IL,60647.0
LA MICHOACANA ARMITAGE T.J. LLC,2535563,Restaurant,4357-4359 W ARMITAGE AVE ,CHICAGO,IL,60639.0
THE ORIGINAL MAMA MIAS,2327892,Restaurant,4638 N CUMBERLAND AVE ,CHICAGO,IL,60656.0
HOAGY HOUSE,2221134,Restaurant,7116 S YATES BLVD ,CHICAGO,IL,60649.0
NELLY'S SALOON,1948592,Restaurant,3256 N ELSTON AVE ,CHICAGO,IL,60618.0
HDOG FAST FOOD,2363678,Restaurant,5341 S ARCHER AVE ,CHICAGO,IL,60632.0
"LOS CANTARITOS GRILL, INC",2492749,Restaurant,3625 W NORTH AVE ,CHICAGO,IL,60647.0
PAPA FREDDY'S PIZZA & REST,21091,Restaurant,2001 W 35TH ST ,CHICAGO,IL,60609.0
LA BARCA EL TACONAZO,2437524,Restaurant,4124 W NORTH AVE ,CHICAGO,IL,60639.0
NICK'S ON NORTH,2042998,Restaurant,3323 W NORTH AVE .,CHICAGO,IL,60647.0
CHINA WOK,2488771,Restaurant,1958 W 35TH ST ,CHICAGO,IL,60609.0
UNCLE JOHN'S BARBECUE,2185442,Restaurant,8247-8249 S COTTAGE GROVE AVE ,CHICAGO,IL,60619.0
CINCO ESTRELLAS,1953695,Restaurant,2908-2912 W 59TH ST ,CHICAGO,IL,60629.0
DADDY'O JERK RESTAURANT,59692,Restaurant,7518 S COTTAGE GROVE AVE ,CHICAGO,IL,60619.0
CHICAGO CHEESE STEAK COMPANY,1302448,Restaurant,7759 S CICERO AVE ,CHICAGO,IL,60652.0
TUSCAN HEN FOODS,2506245,Restaurant,4019 N DAMEN AVE ,CHICAGO,IL,60618.0
JULIANA RESTAURANT,2511152,Restaurant,3001-3007 W PETERSON AVE ,CHICAGO,IL,60659.0
SIERRA & SONS ENTERPRISES INC,2298351,Restaurant,3808-3810 W NORTH AVE ,CHICAGO,IL,60647.0
FRUTYLAND,2027638,Restaurant,4610 N KEDZIE AVE ,CHICAGO,IL,60625.0
BRITISH AIRWAYS,2517809,Restaurant,11601 W TOUHY AVE ,,IL,60666.0
CHIU QUON BAKERY,2501165,Bakery,1127 W ARGYLE ST ,CHICAGO,IL,60640.0
ZELLA,30543,Restaurant,1983 N CLYBOURN AVE ,CHICAGO,IL,60614.0
PEKING CHINESE FOOD,2534914,Restaurant,3167 N HALSTED ST ,CHICAGO,IL,60657.0
MCDONALDS,2349545,Restaurant,3241 W PETERSON AVE ,CHICAGO,IL,60659.0
SUBWAY,1517669,Restaurant,8614 S KEDZIE AVE ,CHICAGO,IL,60652.0
POZOLERIA IGUALA IN CHICAGO INC.,2528388,Restaurant,3835 W FULLERTON AVE ,CHICAGO,IL,60647.0
BRU COFFEEWORKS,2442374,Restaurant,3005 W LAWRENCE AVE ,CHICAGO,IL,60625.0
DUNKIN DONUTS,1801595,Restaurant,8145 S PULASKI RD ,CHICAGO,IL,60652.0
Dog Day Afternoon,2412271,Restaurant,7183 W ARMITAGE AVE ,CHICAGO,IL,60707.0
THE GODDESS AND GROCER,2196728,Restaurant,1649 N DAMEN AVE ,CHICAGO,IL,60647.0
"MR BEEF ON HARLEM, LTD",385,Restaurant,3917 N HARLEM AVE ,CHICAGO,IL,60634.0
MOJO SOUTH WACKER,2534918,Restaurant,200 S WACKER DR ,312CHICAGO,IL,60606.0
IXCATECO GRILL,2398675,Restaurant,3402 W MONTROSE AVE ,CHICAGO,IL,60618.0
OLD COUNTRY BUFFET,21793,Restaurant,6560 W FULLERTON AVE ,CHICAGO,IL,60707.0
SKYBRIDGE RESTAURANT & BAR,1042895,Restaurant,11601 W TOUHY AVE ,CHICAGO,IL,60666.0
LEVEL 10/24,2517045,Restaurant,1740 W 47TH ST ,CHICAGO,IL,60609.0
MAMA'S GRILL & DELI COMPANY,2487658,Restaurant,4248 S COTTAGE GROVE AVE ,CHICAGO,IL,60653.0
SUBWAY 24028,2304675,Restaurant,742 W GARFIELD BLVD ,CHICAGO,IL,60609.0
ELIZABETH  RESTAURANT,2049249,Restaurant,4835 N WESTERN AVE ,CHICAGO,IL,60625.0
HAISOUS,2464412,Restaurant,1800-1802 S CARPENTER ST ,CHICAGO,IL,60608.0
HAISOUS,2464411,Restaurant,1800-1802 S CARPENTER ST ,CHICAGO,IL,60608.0
KULAN RESTAURANT,2008417,Restaurant,6258 N CLARK ST ,CHICAGO,IL,60660.0
GIORDANO'S OF BEVERLY,2074456,Restaurant,9613 S WESTERN AVE ,CHICAGO,IL,60643.0
LA COSTA,42484,Restaurant,3119 N CENTRAL AVE ,CHICAGO,IL,60634.0
TUSCANY CAFE,1916161,Restaurant,11601 W TOUHY AVE ,CHICAGO,IL,60666.0
LEONA'S RESTAURANT,2313672,Restaurant,3877 N ELSTON AVE ,CHICAGO,IL,60618.0
CURRY ON FIRE,2535924,Restaurant,1030 W TAYLOR ST ,CHICAGO,IL,60607.0
SUN WAH BAR-B-Q INC CO,2263820,Restaurant,5039-5043 N BROADWAY ,CHICAGO,IL,60640.0
TAQUERIA SAN JUANITO,2068944,Restaurant,4714 N KEDZIE AVE ,CHICAGO,IL,60625.0
LA FIESTA,30377,Restaurant,4248 S ARCHER AVE ,CHICAGO,IL,60632.0
CHICAGO WINGS & GYROS,2341734,Restaurant,2145 S PULASKI RD ,CHICAGO,IL,60623.0
CENTRAL GYROS CORP,28851,Restaurant,3127 N CENTRAL AVE ,CHICAGO,IL,60634.0
BILLY GOAT IV INC,84319,Restaurant,11601 W TOUHY AVE ,CHICAGO,IL,60666.0
PRIMO'S CHICAGO PIZZA,2535057,Restaurant,816 W VAN BUREN ST ,CHICAGO,IL,60607.0
JAMAICA JERK VILLA,2464559,Restaurant,2216 S MICHIGAN AVE ,CHICAGO,IL,60616.0
TOAST,46777,Restaurant,2046 N DAMEN AVE ,CHICAGO,IL,60647.0
EL CABALLO LOCCO,1893474,Restaurant,4024 N KEDZIE AVE ,CHICAGO,IL,60618.0
NEW NAAN ON DEVON & GRILL,1927149,Restaurant,2241 W DEVON AVE ,CHICAGO,IL,60659.0
JAMAICA JERK VILLA,2464558,Restaurant,2216 S MICHIGAN AVE ,CHICAGO,IL,60616.0
"VHC LOWER, LLC",2516654,Restaurant,203 N WABASH AVE ,CHICAGO,IL,60601.0
ZOOTS,1909539,Restaurant,11601 W TOUHY AVE ,CHICAGO,IL,60666.0
